year,metabolite,siteID,country,city,mon,tue,wed,thu,fri,sat,sun
2020,MDMA,SI001,SI,Domžale-Kamnik,6.38,6.63,9.25,5.12,8.56,7.27,7.47
2020,MDMA,SI002,SI,Koper,3.22,04.01,3.12,2.46,4.39,5.55,0
2020,MDMA,SI003,SI,Ljubljana,13.24,630.12,11.14,10.54,11.19,17.56,23.89
2020,MDMA,SI004,SI,Maribor,8.64,8.54,9.34,9.33,8.53,8.85,7.9
2020,MDMA,SI005,SI,Novo mesto,2.82,2.9,02.08,1.82,2.18,3.9,3.39
2020,MDMA,SI006,SI,Velenje,9.13,8.38,8.99,2.46,2.16,3.44,8.44
2020,MDMA,TR001,TR,Adana,28.62,27.99,29.83,26.54,25.11,46.79,31.65
2020,MDMA,TR003,TR,Istanbul (II-VII),33.41,33.73,19.9,21.67,16.36,24.68,34.6
2020,methamphetamine,AT001,AT,Graz,7.32,4.97,6.33,6.73,5.85,11.3,8.4
2020,methamphetamine,AT002,AT,Hall-Wattens,7.27,2.47,4.89,3.21,3.57,3.79,2.54
2020,methamphetamine,AT004,AT,Innsbruck,3.65,3.23,4.99,3.4,4.15,3.11,3.31
2020,methamphetamine,AT005,AT,Kapfenberg,0.74,2,1.36,2.26,0.45,0.8,0.38
2020,methamphetamine,AT007,AT,Kufstein,0.41,2.29,1.45,0.26,07.01,1.7,1.7
2020,methamphetamine,AT010,AT,Purgstall,2.5,1.43,2.26,0.88,0.79,0.72,0.66
2020,methamphetamine,AT008,AT,Region Millstättersee,7,6.76,05.02,5.93,5.65,4.97,03.01
2020,methamphetamine,AT011,AT,Strass im Zillertal,6.97,6.83,5.96,7.65,7.8,7.16,4.29
2020,methamphetamine,AT003,AT,Wasserverband Hofsteig,2.31,2.63,0.62,4.18,0.82,0.52,1.52
2020,methamphetamine,BE002,BE,Antwerp Zuid,29.48,39.42,37.71,34.22,34.87,36.92,60.43
2020,methamphetamine,BE003,BE,Boom,0.78,0.29,1,01.02,01.01,1.53,1.43
2020,methamphetamine,BE005,BE,Brussels,11.01,9.64,11.42,11.09,10.76,13.15,12.65
2020,methamphetamine,CH002,CH,Berne,28.47,29.31,29.64,28.22,27.85,31.87,24.95
2020,methamphetamine,CH003,CH,Geneva,9.65,11.79,7.3,6.15,6.55,7.92,7.91
2020,methamphetamine,CH007,CH,St. Gallen Hofen,7.66,12.8,9.29,8.15,8.36,7.8,0
2020,methamphetamine,CH008,CH,Zurich,64.97,60.68,58.83,50.74,54.92,64.51,68.03
2020,methamphetamine,CY003,CY,Limassol,16.89,33.29,24.33,14.53,17.85,9.77,15.71
2020,methamphetamine,CZ003,CZ,Karlovy Vary,348.37,351.86,379.93,408.59,440.23,410.87,381.42
2020,methamphetamine,CZ004,CZ,Ostrava,680.24,911.91,696.2,684.09,638.1,748.51,561.52
2020,methamphetamine,CZ005,CZ,Prague (2),326.22,335.93,315.99,355.27,305.42,349.54,305.11
2020,methamphetamine,DE008,DE,Chemnitz,313.61,256.68,351.61,339.16,337.78,367.91,335.94
2020,methamphetamine,DE009,DE,Dortmund,0,0,0,0,0,0,0
2020,methamphetamine,DE010,DE,Dresden,172.42,213.71,212.24,159.72,282.11,207.3,163.02
2020,methamphetamine,DE011,DE,Dülmen,0,0,0,0,0,0,0
2020,methamphetamine,DE012,DE,Erfurt,442.14,438.96,440.02,429.13,0,382.98,478.47
2020,methamphetamine,DE017,DE,Hamburg (2),0,4.5,13.62,5.3,0,0,5.99
2020,methamphetamine,DE023,DE,Magdeburg,146.72,140.31,141.05,163.66,128.87,146.18,131.68
2020,methamphetamine,DE026,DE,Munich Gut Großlappen,12.74,09.09,6.69,0,0,10.19,7.78
2020,methamphetamine,DE028,DE,Nuremberg,120.24,120.2,102.71,114.73,123.19,140.36,143.48
2020,methamphetamine,DE030,DE,Saarbrücken (2),0,0,0,0,0,0,0
2020,methamphetamine,ES002,ES,Castellon,0,0,0,0,0,0,0
2020,methamphetamine,ES005,ES,Santiago,0,0,0,0,0,0,0
2020,methamphetamine,FI001,FI,Espoo,4.78,05.03,3.6,4.65,4.73,6.32,6.59
2020,methamphetamine,FI002,FI,Hämeenlinna,2.23,3.17,2.25,2.33,02.08,2.89,2.34
2020,methamphetamine,FI003,FI,Helsinki,10.79,9.52,9.26,10.2,8.9,10.71,11.67
2020,methamphetamine,FI004,FI,Joensuu,0.93,0.95,1.59,1.49,1.72,1.3,1.27
2020,methamphetamine,FI005,FI,Jyväskylä,1.38,1.29,3.68,02.03,1.51,1.85,1.17
2020,methamphetamine,FI006,FI,Kajaani,1.25,0.91,0.93,1.29,1.31,1.34,0.72
2020,methamphetamine,FI007,FI,Kemi,0.99,01.08,0.91,1,0.95,0.92,1.31
2020,methamphetamine,FI008,FI,Kokkola,0.61,0.69,0.85,0.78,0.6,0.68,0.76
2020,methamphetamine,FI009,FI,Kotka,3.8,2.94,03.07,2.51,2.24,3.16,3
2020,methamphetamine,FI010,FI,Kouvola,1.78,1.5,02.04,2.22,2.22,2.44,2.4
2020,methamphetamine,FI011,FI,Kuopio,1.73,02.06,1.69,1.56,1.84,1.76,1.74
2020,methamphetamine,FI012,FI,Lahti,27.43,24.26,9.87,12.15,43.88,10.89,7.29
2020,methamphetamine,FI013,FI,Lappeenranta,0.5,0.56,0.68,0.77,01.06,0.92,0.56
2020,methamphetamine,FI014,FI,Mariehamn,0,0,0,0,0,0,0
2020,methamphetamine,FI015,FI,Mikkeli,3.77,1.59,8.34,06.03,6.45,4.5,2.24
2020,methamphetamine,FI016,FI,Oulu,1.56,1.24,01.04,0.89,0.97,1.31,1.46
2020,methamphetamine,FI017,FI,Pietarsaari,0,0,0,0,0,0,0
2020,methamphetamine,FI018,FI,Pori,1.72,1.78,1.39,1.27,1.31,1.62,1.32
2020,methamphetamine,FI019,FI,Rauma,1.35,2.32,1.41,2.37,1.65,1.25,1.68
2020,methamphetamine,FI020,FI,Rovaniemi,2.28,1.13,1.79,1.71,1.79,02.08,2.29
2020,methamphetamine,FI021,FI,Salo,8.75,7.57,5.59,5.9,6.72,8.54,9.69
2020,methamphetamine,FI022,FI,Savonlinna,0.88,0.74,2.38,2.84,01.02,0.75,1.17
2020,methamphetamine,FI023,FI,Seinäjoki,1.71,01.04,1.94,1.28,1.21,2.61,1.93
2020,methamphetamine,FI024,FI,Tampere,1.37,2.23,1.34,1.83,1.63,2.29,1.64
2020,methamphetamine,FI025,FI,Turku,4.44,4.7,3.63,3.59,4.53,4.78,4.74
2020,methamphetamine,FI026,FI,Vaasa,03.07,3.49,2.41,2.9,2.88,2.58,4.16
2020,methamphetamine,FI027,FI,Vihti,1.88,4.1,1.37,2.71,05.01,3.28,2.23
2020,methamphetamine,FR005,FR,Paris Seine Centre,0,0,0,0,0,0,0
2020,methamphetamine,GR001,GR,Athens,22.23,0,17.55,18.45,19.36,15.89,20.53
2020,methamphetamine,GR002,GR,Eleusis,0,0,0,0,0,0,0
2020,methamphetamine,HR001,HR,Zagreb,03.01,20.73,3.67,7.55,3,2.3,2.69
2020,methamphetamine,IS002,IS,Reykjavik Klettagarðar,39.03,28.28,45.23,30.08,28.89,32.17,46.8
2020,methamphetamine,IT001,IT,Bozen,1.57,1.47,1.52,0.95,1.54,0.9,1.28
2020,methamphetamine,IT002,IT,Milan,0,13.12,8.88,0,8.95,13.64,10.89
2020,methamphetamine,LT001,LT,Kaunas,6.63,7.73,6.24,5.74,5.57,4.97,7.7
2020,methamphetamine,LT002,LT,Klaipeda,2.91,2.49,3.55,3.78,3.47,4.34,2.83
2020,methamphetamine,LT003,LT,Vilnius,1.23,1.53,1.64,1.31,1.91,2.67,1.64
2020,methamphetamine,LV001,LV,Riga,89.14,67.39,52.88,75.9,80.23,82.98,89.23
2020,methamphetamine,NL001,NL,Amsterdam,27.89,28.14,25.63,25,29.7,22.99,26.35
2020,methamphetamine,NL002,NL,Eindhoven,14.83,8.23,8.33,12.05,24.63,92.46,25.71
2020,methamphetamine,NL005,NL,Utrecht,3.73,9.63,3.52,04.05,3.37,3.99,5.53
2020,methamphetamine,NO001,NO,Oslo,27.62,31.72,28.09,24.13,32.81,30.43,30.76
2020,methamphetamine,PL003,PL,Krakow P,1.63,1.41,1.54,2.14,1.82,1.9,1.26
2020,methamphetamine,PT001,PT,Almada,0,0,0,0,0,0,0
2020,methamphetamine,PT002,PT,Lisbon,4.55,7.14,3.1,2.33,03.05,3.63,2.54
2020,methamphetamine,PT003,PT,Porto,0,0,0,0,0,0,0
2020,methamphetamine,RS002,RS,Novi Sad,0,0,0,0,0,0,0
2020,methamphetamine,SE001,SE,Gävle,11.93,4.21,4.18,2.76,3.77,5.37,04.09
2020,methamphetamine,SE003,SE,Sandviken,0.7,0.55,1.21,0.79,0.34,1.29,0.45
2020,methamphetamine,SE004,SE,Söderhamn,2.12,1.48,2.91,1.43,2.36,2.94,1.68
2020,methamphetamine,SE005,SE,Stockholm (2),11.31,12.51,11.78,22.82,14.13,11.97,13.26
2020,methamphetamine,SE008,SE,Uppsala,0.88,02.04,2.13,1.91,1.2,0.98,1.34
2020,methamphetamine,SI001,SI,Domžale-Kamnik,0.13,0.64,1.17,1.54,1.42,0.1,0.1
2020,methamphetamine,SI002,SI,Koper,0.57,0.1,0.43,0.44,0.82,0.1,0
2020,methamphetamine,SI003,SI,Ljubljana,0.86,01.03,1.89,1.63,0.79,0.61,01.01
2020,methamphetamine,SI004,SI,Maribor,0,0,0,0,0,0,0
2020,methamphetamine,SI005,SI,Novo mesto,0,0,0,0,0,0,0
2020,methamphetamine,SI006,SI,Velenje,0.14,0.15,0.16,1.96,1.57,1.62,1.21
2020,methamphetamine,TR003,TR,Istanbul (II-VII),23.37,26.59,45.88,24.52,20.53,24.43,36.46
2019,amphetamine,AT001,AT,Graz,19.59,23.27,20.63,21.05,16.67,58.36,27.1
2019,amphetamine,AT002,AT,Hall-Wattens,11.9,10.95,6.82,8.33,10.47,9.3,10.84
2019,amphetamine,AT004,AT,Innsbruck,20.25,15.08,14.16,19.76,18.16,24.8,22.4
2019,amphetamine,AT005,AT,Kapfenberg,26.9,25.55,25.25,22.59,31.69,47.92,34.96
2019,amphetamine,AT009,AT,Mürzzuschlag,12.84,10.62,7.94,8.58,8.75,12.92,14.33
2019,amphetamine,AT010,AT,Purgstall,13.03,10.79,11.11,16.87,15.41,14.25,14.69
2019,amphetamine,AT008,AT,Region Millstättersee,1.94,1.13,2.97,2.71,3.8,2.64,2.79
2019,amphetamine,AT003,AT,Wasserverband Hofsteig,16.92,14.64,15.39,17.53,19.49,19.4,23.19
2019,amphetamine,BE002,BE,Antwerp Zuid,242.96,386.2,231.83,408.22,246.91,260.81,337.23
2019,amphetamine,BE003,BE,Boom,164.8,399.66,146.39,197.25,167.95,201.75,203.59
2019,amphetamine,BE005,BE,Brussels,51.11,44.24,53.21,44.33,53.71,42.96,36.11
2019,amphetamine,BE007,BE,Koksijde,56.5,255.09,105.93,92.92,64.99,60.8,139.88
2019,amphetamine,BE010,BE,Oostende,226.05,394.39,275.58,235.48,246.65,286.84,376.52
2019,amphetamine,CH001,CH,Basel,35.88,36.95,34.15,36.48,35.9,34.38,32.35
2019,amphetamine,CH002,CH,Berne,60.34,52.88,43.76,54.93,62.1,58.15,50.72
2019,amphetamine,CH003,CH,Geneva,7.58,7.34,9.29,09.01,9.92,6.91,0
2019,amphetamine,CH007,CH,St. Gallen Hofen,59.7,75.87,47.67,72.24,75.64,62.98,38.77
2019,amphetamine,CH008,CH,Zurich,67.87,54.42,43.76,48.18,58.09,65.71,68.73
2019,amphetamine,CY003,CY,Limassol,5.95,5.15,4.67,4.22,4.87,4.67,4.34
2019,amphetamine,CZ004,CZ,Ostrava,53.91,51.04,50.82,37.18,35.41,54.45,57.92
2019,amphetamine,CZ005,CZ,Prague (2),79.42,77.9,76.32,81.01,88.09,81.86,84.4
2019,amphetamine,DE008,DE,Chemnitz,13.61,12.74,11.1,9.96,11.07,13.06,12.55
2019,amphetamine,DE009,DE,Dortmund,177.94,191.62,173.61,190.69,226.03,174.57,187.38
2019,amphetamine,DE010,DE,Dresden,27.95,24.83,32.01,36.63,47.95,44.11,34.62
2019,amphetamine,DE011,DE,Dülmen,180.31,150.79,144.19,139.46,191.69,215.63,165.4
2019,amphetamine,DE012,DE,Erfurt,51.39,42.52,40.31,38.27,45.08,44.84,57.71
2019,amphetamine,DE026,DE,Munich Gut Großlappen,25.79,26.32,21.54,21.28,24.77,29.82,33.76
2019,amphetamine,DE030,DE,Saarbrücken (2),382.38,341.37,331.31,325.13,344.31,329.4,332.94
2019,amphetamine,DK001,DK,Copenhagen,70.05,74.43,71.25,32.22,62.05,69.78,140.12
2019,amphetamine,ES001,ES,Barcelona,22.31,34.99,20.62,38.49,26.29,46.25,36.91
2019,amphetamine,ES002,ES,Castellon,0,0,0,0,0,0,0
2019,amphetamine,ES003,ES,Madrid VdlV,0,0,0,0,0,0,0
2019,amphetamine,ES005,ES,Santiago,3.26,25.39,28.21,3.49,3.28,3.38,3.3
2019,amphetamine,ES007,ES,Valencia (3),10.04,16.17,9.82,8.44,13.11,10.68,8.93
2019,amphetamine,FI001,FI,Espoo,101.57,86.21,112.94,127.55,126.25,150.43,141.96
2019,amphetamine,FI003,FI,Helsinki,181.15,165.21,199.61,186.21,191.35,248.6,239.06
2019,amphetamine,FI024,FI,Tampere,120.06,103.17,114.77,106.67,110.83,191.35,132.9
2019,amphetamine,FI025,FI,Turku,131.91,118.77,126.21,123.27,134.27,160.32,165.42
2019,amphetamine,FR003,FR,Bordeaux I,0,0,0,0,0,0,0
2019,amphetamine,FR005,FR,Paris Seine Centre,0,0,0,0,0,0,0
2019,amphetamine,HR001,HR,Zagreb,94.96,356.55,112.52,83.26,97.11,134.95,140.31
2019,amphetamine,IS002,IS,Reykjavik Klettagarðar,318.09,253.76,282.07,342.8,320.29,387.9,341.42
2019,amphetamine,IT001,IT,Bozen,1.89,1.13,1.63,1.56,2.59,2.31,1.7
2019,amphetamine,IT002,IT,Milan,4.17,2.96,3.48,3.45,3.14,04.01,3.67
2019,amphetamine,LT001,LT,Kaunas,30.98,13.94,28.67,24.95,56.63,79.79,66.53
2019,amphetamine,LT002,LT,Klaipeda,14.1,10.43,32.87,17.68,16.56,19.89,23.99
2019,amphetamine,LT003,LT,Vilnius,31.44,27.34,25.89,35.2,33.56,38.42,34.43
2019,amphetamine,LV001,LV,Riga,72.96,71.99,77.47,26.21,68.71,54.97,33.09
2019,amphetamine,NL001,NL,Amsterdam,217.35,150.6,99.19,161.94,140.5,212.06,169.38
2019,amphetamine,NL005,NL,Utrecht,142.08,143.37,121.06,168.32,137.64,165.8,135.08
2019,amphetamine,NO001,NO,Oslo,184.13,122.17,121.22,135.35,131.03,190.2,228.18
2019,amphetamine,PL003,PL,Krakow P,68.78,66.07,54.71,59.21,59.96,85.98,66.58
2019,amphetamine,PT001,PT,Almada,1.69,0.85,0.77,0.74,2.1,2.48,1.47
2019,amphetamine,PT002,PT,Lisbon,3.6,3.62,03.04,3.23,2.71,3.29,2.97
2019,amphetamine,PT003,PT,Porto,2.72,1.82,2.24,1.35,1.3,2.32,2.25
2019,amphetamine,SE001,SE,Gävle,310.67,289.54,472.97,399.84,425.18,668.64,531.88
2019,amphetamine,SE005,SE,Stockholm (2),513.56,461.11,417.7,435.9,419,399.46,481.84
2019,amphetamine,SE008,SE,Uppsala,99.87,115.33,102.63,125.38,114.16,124.37,119.61
2019,amphetamine,SI001,SI,Domžale-Kamnik,4.33,3.78,2.19,2.71,3.56,04.07,6.82
2019,amphetamine,SI002,SI,Koper,6.83,14.17,3.91,06.02,14.89,5.53,6.22
2019,amphetamine,SI003,SI,Ljubljana,19.61,13.57,16.18,13.89,23.13,25.26,30.52
2019,amphetamine,SI004,SI,Maribor,17.82,13.78,13.75,8.33,13.53,24.98,31.66
2019,amphetamine,SI005,SI,Novo mesto,7.22,22.57,11.54,9.77,6.45,14.8,18.82
2019,amphetamine,SI006,SI,Velenje,72.13,119.66,57.06,86.44,52.1,85.14,115.06
2019,amphetamine,TR001,TR,Adana,0.44,0.36,1.2,0.56,0.43,0.27,0.52
2019,amphetamine,TR003,TR,Istanbul (II-VII),3.77,3.36,3.56,3.33,3.42,3.42,3.39
2019,cannabis,AT001,AT,Graz,54.02,55.9,66.09,63.65,44.47,88.09,45.07
2019,cannabis,AT002,AT,Hall-Wattens,75.34,62.13,61.5,64.16,89.81,57.6,50.29
2019,cannabis,AT004,AT,Innsbruck,90.1,90.33,77.79,97.11,70.81,64.04,80.16
2019,cannabis,AT005,AT,Kapfenberg,56.06,88.13,70.18,67.09,58.03,68.72,51.72
2019,cannabis,AT009,AT,Mürzzuschlag,47.22,43.71,40.22,38.45,33.13,44.26,42.78
2019,cannabis,AT010,AT,Purgstall,28.32,32.88,22.95,36.99,33.5,31.17,28.38
2019,cannabis,AT008,AT,Region Millstättersee,35.69,24.56,30.74,45.19,32.24,24.62,27.48
2019,cannabis,AT003,AT,Wasserverband Hofsteig,75.33,75.76,70.4,117.54,91.47,70.38,66.21
2019,cannabis,CH001,CH,Basel,18.39,15.75,12.53,12.85,13.87,25.19,30.03
2019,cannabis,CH002,CH,Berne,45.25,20.79,10.24,6.99,39.08,21.08,06.01
2019,cannabis,CH003,CH,Geneva,241.31,188.47,204.36,194.14,220.68,253.32,0
2019,cannabis,CH007,CH,St. Gallen Hofen,14.1,19.6,1.78,11.95,20.2,14.02,11.49
2019,cannabis,CH008,CH,Zurich,183.45,152.93,104.39,107.79,157.63,157.55,117.69
2019,cannabis,CZ001,CZ,Brno,37.19,58.35,42.28,39.96,44.66,34.61,36.82
2019,cannabis,CZ002,CZ,Budweis,40.21,50.66,41.82,37.15,42.52,42.19,37.27
2019,cannabis,CZ004,CZ,Ostrava,62.77,54.54,62.8,43.17,45.12,63.4,62.3
2019,cannabis,CZ005,CZ,Prague (2),153.25,151.2,147.33,147.29,128.68,124.41,133.22
2019,cannabis,ES001,ES,Barcelona,105.33,153.06,209.18,158.02,145.67,145.99,131.07
2019,cannabis,ES002,ES,Castellon,71.43,108.58,84.02,82.72,79.17,82.08,81.96
2019,cannabis,ES003,ES,Madrid VdlV,90.45,91.08,93.17,105.08,84.62,76.23,80.13
2019,cannabis,ES005,ES,Santiago,131.75,102.13,174.93,115.27,157.64,79.41,79.26
2019,cannabis,ES007,ES,Valencia (3),81.34,111.19,96.57,313.49,235.63,82.11,85.47
2019,cannabis,FR003,FR,Bordeaux I,283.6,192.25,139.73,105,179.4,140.98,157.79
2019,cannabis,FR005,FR,Paris Seine Centre,94.13,75.17,93.5,122.86,104.63,98.9,66.53
2019,cannabis,GR001,GR,Athens,73.86,53.37,37.45,46.95,72.42,32.17,51.69
2019,cannabis,GR002,GR,Eleusis,13.7,12.38,28.71,10.21,26.34,38.2,20.68
2019,cannabis,HR001,HR,Zagreb,182.14,201.13,150.03,204.73,211.8,179.93,173.16
2019,cannabis,IS002,IS,Reykjavik Klettagarðar,78.19,90.04,105.5,67.5,71.55,69.21,121.03
2019,cannabis,IT001,IT,Bozen,50.8,40.86,47.38,57.07,58.04,46.3,41.85
2019,cannabis,IT002,IT,Milan,41.9,33.84,40.74,39.33,27.94,33.48,32.53
2019,cannabis,NL001,NL,Amsterdam,238.76,344.94,336.88,225.31,219.53,220.47,239.56
2019,cannabis,NL002,NL,Eindhoven,119.71,130.29,168.63,121.06,125,127.71,116.27
2019,cannabis,NL005,NL,Utrecht,131.91,120.57,103.06,178.14,129.49,135.21,123.96
2019,cannabis,PL003,PL,Krakow P,39.39,32.32,22.33,26.51,18.88,27.38,28.9
2019,cannabis,PT001,PT,Almada,50.62,52.16,58.84,50.18,42.17,33.58,44.13
2019,cannabis,PT002,PT,Lisbon,111.62,111.76,100.62,106.85,98.7,91.94,90.98
2019,cannabis,PT003,PT,Porto,51.04,44.38,57.05,64.03,13.24,97.12,44.19
2019,cannabis,SE001,SE,Gävle,175.83,127.42,223.2,197.68,151.81,143.69,112.49
2019,cannabis,SI001,SI,Domžale-Kamnik,37.19,38.27,55.79,57.48,49.1,56.48,79.42
2019,cannabis,SI002,SI,Koper,105.75,115.18,112.2,96.38,95.82,88.69,93.83
2019,cannabis,SI003,SI,Ljubljana,133.93,92.05,93.35,106.61,95.02,98.01,105.75
2019,cannabis,SI004,SI,Maribor,91.42,48.74,53.54,41.95,64.05,53.88,63.03
2019,cannabis,SI005,SI,Novo mesto,42.79,56.18,131.62,83.41,82.84,49.69,56.31
2019,cannabis,SI006,SI,Velenje,72.93,120.18,79.43,95.48,68.13,89.73,104.15
2019,cannabis,SK002,SK,Bratislava C,27.46,39.59,36.3,36.57,43.55,32.37,20.01
2019,cannabis,SK004,SK,Piestany,25.08,20.5,32.2,30,35.92,30.11,19.97
2019,cannabis,TR001,TR,Adana,13.52,10.83,22.1,21.45,17.59,12.59,13.25
2019,cannabis,TR003,TR,Istanbul (II-VII),9.63,9.76,11.39,8.84,8.84,7.68,8.6
2019,cocaine,AT001,AT,Graz,108.25,131.53,124.76,117.22,88.68,334.45,174.45
2019,cocaine,AT002,AT,Hall-Wattens,201.64,159.9,173.19,183.09,191.67,246.61,260.68
2019,cocaine,AT004,AT,Innsbruck,264.73,276.39,271.62,322.16,334.03,381.92,458.94
2019,cocaine,AT005,AT,Kapfenberg,54.65,49.48,60.77,52.48,60.52,89.9,85.24
2019,cocaine,AT009,AT,Mürzzuschlag,31.14,29.54,24.21,19.11,17.42,21.65,24.13
2019,cocaine,AT010,AT,Purgstall,14.71,11.56,14.09,13.47,51.64,18.03,30.71
2019,cocaine,AT008,AT,Region Millstättersee,49.76,32.86,36.65,31.64,62.64,79.96,94.81
2019,cocaine,AT003,AT,Wasserverband Hofsteig,185.13,146.98,179.8,190.21,251.5,275.2,281.47
2019,cocaine,BE002,BE,Antwerp Zuid,1006.05,1582.17,786.96,1389.77,977.75,1138.32,2048.63
2019,cocaine,BE003,BE,Boom,420.65,831.14,348.8,475.3,441.35,452.45,455.97
2019,cocaine,BE005,BE,Brussels,454.74,387.46,462.05,383.44,567.22,511.16,415.85
2019,cocaine,BE007,BE,Koksijde,44.98,232.11,60.48,72.04,85.71,100.86,179.72
2019,cocaine,BE010,BE,Oostende,185.23,306.31,215.6,226.4,210.08,284.83,317.19
2019,cocaine,CH001,CH,Basel,640.81,579.33,635.02,758.89,763.36,852.12,786.9
2019,cocaine,CH002,CH,Berne,439.38,396.93,441,468.7,556.33,563.44,535.19
2019,cocaine,CH003,CH,Geneva,534.83,602.91,622,700.3,781.58,819.72,0
2019,cocaine,CH007,CH,St. Gallen Hofen,723.51,676.36,754.26,846.22,943.11,1222.28,1203
2019,cocaine,CH008,CH,Zurich,899.95,749.5,771.53,811.58,870.04,1059.27,1074.69
2019,cocaine,CY003,CY,Limassol,375.57,277.79,242.5,219.21,247.18,241.47,303
2019,cocaine,CZ001,CZ,Brno,63.22,36.18,28.18,27.97,36.9,38.46,61.37
2019,cocaine,CZ002,CZ,Budweis,25.4,16.81,14.75,14.86,19.24,17.76,27.46
2019,cocaine,CZ004,CZ,Ostrava,36.68,18.51,18.24,17.27,17.13,37.3,46.73
2019,cocaine,CZ005,CZ,Prague (2),411.76,370.63,388.38,422.86,513.32,652.27,586.24
2019,cocaine,DE008,DE,Chemnitz,12.34,03.09,5.73,11.38,14.43,25.79,20.08
2019,cocaine,DE009,DE,Dortmund,303.88,278.84,308.68,356.67,384.64,494.73,496.03
2019,cocaine,DE010,DE,Dresden,26.05,19.07,20.92,20.85,22.78,43.68,43.61
2019,cocaine,DE011,DE,Dülmen,160.27,106.35,79.55,63.82,121.08,199.7,176.11
2019,cocaine,DE012,DE,Erfurt,51.97,40.53,39.38,36.93,43.57,76.79,75.01
2019,cocaine,DE026,DE,Munich Gut Großlappen,229.75,180.26,173.06,195.46,236.58,302.07,332.68
2019,cocaine,DE030,DE,Saarbrücken (2),189.09,137.02,149.3,176.66,171.07,179.79,202.25
2019,cocaine,DK001,DK,Copenhagen,447.59,500.57,387.78,189.6,465.14,704.98,1502.31
2019,cocaine,ES001,ES,Barcelona,564.18,695.51,877.05,667.17,694.4,725.32,678.45
2019,cocaine,ES002,ES,Castellon,888.16,585.73,637.95,617.13,585.96,725.74,960.17
2019,cocaine,ES003,ES,Madrid VdlV,701.81,465.03,323.25,648.17,431.18,436.67,527.87
2019,cocaine,ES005,ES,Santiago,477.19,312.43,466.5,553.56,359.48,691.65,642.97
2019,cocaine,ES007,ES,Valencia (3),685.47,251.57,510.69,432.13,369.36,187.16,981.8
2019,cocaine,FI001,FI,Espoo,44.08,34.08,30.71,40.03,45.37,68.74,63.39
2019,cocaine,FI003,FI,Helsinki,68.48,53.06,55.14,50.3,63.03,117.78,108.88
2019,cocaine,FI024,FI,Tampere,9.78,9.85,9.91,8.21,12.83,22.19,15.94
2019,cocaine,FI025,FI,Turku,10.93,7.29,7.69,7.68,8.19,15.53,20.17
2019,cocaine,FR003,FR,Bordeaux I,373.52,351.19,113.61,258.97,188.99,211.17,299.85
2019,cocaine,FR005,FR,Paris Seine Centre,277.13,210.97,209.03,246.05,287.3,329.96,354.32
2019,cocaine,GB002,GB,London,534.02,584.56,561.78,380.89,666.73,729.32,874.47
2019,cocaine,GR001,GR,Athens,56.29,69.78,17.65,64.74,30.48,70.92,81.53
2019,cocaine,GR002,GR,Eleusis,20.86,21.55,27.51,11.34,3.29,13.61,16.83
2019,cocaine,HR001,HR,Zagreb,339.37,305.91,338.48,359.67,387.6,517.09,520.7
2019,cocaine,IS002,IS,Reykjavik Klettagarðar,641.26,529.49,719.97,723.36,701.59,936.55,932.54
2019,cocaine,IT001,IT,Bozen,281.04,254.46,368.97,320.73,597.78,431.33,390.19
2019,cocaine,IT002,IT,Milan,244.65,210.18,237.42,225.28,216.79,273.73,247.81
2019,cocaine,LT001,LT,Kaunas,70.9,48.31,46.54,41.36,52.14,103.62,94.4
2019,cocaine,LT002,LT,Klaipeda,99.63,68.35,81.84,55.58,66.38,113.35,135.25
2019,cocaine,LT003,LT,Vilnius,72.46,51.54,46.32,48.98,68.71,129.83,111.09
2019,cocaine,LV001,LV,Riga,91.78,78.26,60.57,19.6,53.82,49.84,47.5
2019,cocaine,NL001,NL,Amsterdam,1007.32,1206.68,898.05,687.74,825.14,1039.35,1238.79
2019,cocaine,NL002,NL,Eindhoven,548.37,461.21,575.01,427.28,499.02,669.88,637.17
2019,cocaine,NL005,NL,Utrecht,396.36,396.76,352.02,524.64,468.04,565.26,518.69
2019,cocaine,NO001,NO,Oslo,248.94,207.25,154.06,159.96,198.89,257.15,308.5
2019,cocaine,PL003,PL,Krakow P,61.17,37.26,29.35,42.61,49.54,62.69,43.4
2019,cocaine,PT001,PT,Almada,142.12,181.99,138.39,141.95,169.17,190.98,173.21
2019,cocaine,PT002,PT,Lisbon,465.59,375.74,409.47,391.02,465.8,528.29,537.5
2019,cocaine,PT003,PT,Porto,381.14,173.43,254.53,248.33,233.75,258.91,300.35
2019,cocaine,SE001,SE,Gävle,65.8,51.28,73.64,95.32,78.52,121.64,112.49
2019,cocaine,SE005,SE,Stockholm (2),245.52,189.29,159.57,161.79,176.28,257.27,288.85
2019,cocaine,SE008,SE,Uppsala,80.48,68.68,47.85,49.89,48.4,57.3,83.32
2019,cocaine,SI001,SI,Domžale-Kamnik,189.53,123.86,194.88,225,274.22,356.09,372.2
2019,cocaine,SI002,SI,Koper,526.84,716.95,447.89,510.01,585.02,697.03,665.4
2019,cocaine,SI003,SI,Ljubljana,453.67,365.26,354.93,377.15,407.84,539.82,509.32
2019,cocaine,SI004,SI,Maribor,253.17,145.21,207.15,181.38,214.55,299.82,361.19
2019,cocaine,SI005,SI,Novo mesto,93.06,180.53,183.06,151.03,274.31,489.14,446
