year,metabolite,siteID,country,city,mon,tue,wed,thu,fri,sat,sun
2018,MDMA,DE011,DE,Dülmen,12.17,14.2,07.05,5.89,12.46,17.01,26.85
2018,MDMA,DE012,DE,Erfurt,23.26,12.44,11.88,9.12,16.35,22.52,37.81
2018,MDMA,DE026,DE,Munich Gut Großlappen,21.01,11.26,10.73,10.03,14.98,32.43,47.05
2018,MDMA,DE030,DE,Saarbrücken (2),44.11,23.78,21.33,35.58,24.15,41.66,63.11
2018,MDMA,DK001,DK,Copenhagen,18.6,14.59,10.92,9.43,8.85,32.72,32.64
2018,MDMA,ES001,ES,Barcelona,57.02,28.55,25.08,22.04,25.65,68.33,100.75
2018,MDMA,ES002,ES,Castellon,03.03,0.97,1.35,1.1,0.95,04.07,8.52
2018,MDMA,ES003,ES,Madrid VdlV,22.3,8.69,4.38,3.47,4.61,18.21,29.43
2018,MDMA,ES005,ES,Santiago,14.86,9.63,6.65,7.73,12.44,22.15,26.8
2018,MDMA,ES007,ES,Valencia (3),16.1,18.4,6.66,4.65,4.57,10.19,17.48
2018,MDMA,FI001,FI,Espoo,28.17,17.72,10.1,10.6,11.04,30.87,41.3
2018,MDMA,FI002,FI,Hämeenlinna,23.37,12.7,5.83,3.53,4.3,13.93,18.48
2018,MDMA,FI003,FI,Helsinki,43.06,22.5,17.85,18.45,18.86,59.79,84.23
2018,MDMA,FI004,FI,Joensuu,22.31,15.16,7.45,10.24,17.26,23.29,21.25
2018,MDMA,FI005,FI,Jyväskylä,24.29,11.75,14.99,13.57,16.22,46.76,39.72
2018,MDMA,FI006,FI,Kajaani,12.27,9.42,2.7,2.96,4.49,4.26,13.24
2018,MDMA,FI007,FI,Kemi,6.37,10.95,3.83,4.89,2.1,14.1,15.34
2018,MDMA,FI008,FI,Kokkola,2.62,2.58,3.9,03.02,2.74,3.61,2.39
2018,MDMA,FI009,FI,Kotka,18.58,15.36,08.04,8.31,8.92,9.23,20.51
2018,MDMA,FI010,FI,Kouvola,14.17,6.93,7.49,6.56,9.58,17.91,21.92
2018,MDMA,FI011,FI,Kuopio,8.44,9.66,3.87,4.88,17.57,9.11,17.17
2018,MDMA,FI012,FI,Lahti,22.48,19.32,11.96,10.28,13.32,25.02,37.65
2018,MDMA,FI013,FI,Lappeenranta,14.21,5.82,6.82,7.81,12.26,31.36,23.15
2018,MDMA,FI014,FI,Mariehamn,0,13.05,27.51,30.31,14.12,20.4,17.57
2018,MDMA,FI015,FI,Mikkeli,14.13,11.47,15.4,19.76,18.5,32.56,25.87
2018,MDMA,FI016,FI,Oulu,19.99,14.08,10.02,10.33,14.38,23.21,25.64
2018,MDMA,FI018,FI,Pori,17.43,11.81,8.9,11.92,13.78,18.94,21.63
2018,MDMA,FI020,FI,Rovaniemi,37.18,37.21,32.63,25.82,21.94,30.53,37.03
2018,MDMA,FI022,FI,Savonlinna,10.14,9.61,2.51,1.42,1.89,7.53,4.85
2018,MDMA,FI023,FI,Seinäjoki,25.82,11.88,10.26,14.8,22.57,37.56,45.32
2018,MDMA,FI024,FI,Tampere,25.32,08.08,10.06,13.86,13.76,35.58,50.42
2018,MDMA,FI025,FI,Turku,16.89,7.76,10.19,7.12,9.21,26.87,34.82
2018,MDMA,FI026,FI,Vaasa,13.64,11.1,6,3.99,3.96,14.31,28.54
2018,MDMA,FR003,FR,Bordeaux I,93.14,14.75,4.46,4.48,4.23,22.61,43.47
2018,MDMA,FR005,FR,Paris Seine Centre,27.66,23.37,3.48,3.42,3.29,52.5,126.42
2018,MDMA,FR006,FR,Paris South Suburbs,0,0,0,0,0,0,0
2018,MDMA,GR001,GR,Athens,7.17,3.14,3.44,3.38,2.19,3.49,10.06
2018,MDMA,HR001,HR,Zagreb,41.6,25.31,17.94,18.51,17.8,29.08,58.58
2018,MDMA,IS002,IS,Reykjavik Klettagarðar,45.45,26.57,36.58,31.72,25.49,46.59,68.95
2018,MDMA,IT001,IT,Bozen,6.31,5.5,1.97,1.97,4.6,6.56,8.14
2018,MDMA,IT002,IT,Milan,4.37,04.02,2.33,1.9,3.28,6.34,18.66
2018,MDMA,LT001,LT,Kaunas,18.34,12.58,10.81,9.28,8.54,18.37,26.36
2018,MDMA,LT002,LT,Klaipeda,23.69,13.3,10.64,10.08,15.63,41.32,60.11
2018,MDMA,LT003,LT,Vilnius,22.34,17.8,10.35,10.81,10.54,43.71,45.04
2018,MDMA,NL001,NL,Amsterdam,309.66,262.51,147.15,147.4,92.77,103.52,217.79
2018,MDMA,NL005,NL,Utrecht,336.36,190.11,130.88,86.09,54.29,76.64,247.87
2018,MDMA,NO001,NO,Oslo,37.75,16.17,11.66,6.82,46.19,41.44,36.42
2018,MDMA,PT001,PT,Almada,16.72,7.46,0.51,01.02,22.35,15.29,10.5
2018,MDMA,PT002,PT,Lisbon,61.33,30.97,35.4,25.68,23.75,51.19,117.17
2018,MDMA,PT003,PT,Porto,29.04,19.2,6.81,8.96,22.16,14.92,46.37
2018,MDMA,SI001,SI,Domžale-Kamnik,9.61,5.14,3.36,2.85,5.58,14.37,19.45
2018,MDMA,SI003,SI,Ljubljana,27.81,15.78,14.92,15.58,0,71.65,63.97
2018,MDMA,SI004,SI,Maribor,6.74,2.64,2.51,3.65,1.44,11.63,15.54
2018,MDMA,SK002,SK,Bratislava C,17.06,8.41,8.76,4.37,27.59,7.9,21.93
2018,MDMA,SK004,SK,Piestany,2.36,0.58,1.98,2.22,1.38,3.53,5.21
2018,methamphetamine,AT002,AT,Hall-Wattens,1.95,1.34,1.81,1,2.14,1.95,1.62
2018,methamphetamine,AT004,AT,Innsbruck,1.9,2.49,2.22,2.35,2.12,1.79,1.97
2018,methamphetamine,AT008,AT,Region Millstättersee,0,0,0,0,0,0,0
2018,methamphetamine,AT003,AT,Wasserverband Hofsteig,1.48,01.04,0.59,1.5,1.48,01.09,1.73
2018,methamphetamine,BE002,BE,Antwerp Zuid,22.56,18.09,17.17,16.9,14.61,17.35,15.78
2018,methamphetamine,BE004,BE,Brugge,0,0,0,0,0,0,0
2018,methamphetamine,BE005,BE,Brussels,8.9,7.46,6.63,7.37,5.92,6.35,7.84
2018,methamphetamine,BE007,BE,Koksijde,0,0,0,0,0,0,0
2018,methamphetamine,BE010,BE,Oostende,0,0,0,0,0,0,0
2018,methamphetamine,CY003,CY,Limassol,34.57,33.74,51.36,47.17,47.18,40.91,38.89
2018,methamphetamine,CZ001,CZ,Brno,111.31,110.84,104.67,124.9,140.04,110.09,100.7
2018,methamphetamine,CZ002,CZ,Budweis,155.84,92.82,116.77,94.23,91.8,92.69,134.2
2018,methamphetamine,DE001,DE,Berlin (4),20.24,19.39,17.01,15.18,16.08,18.23,20.13
2018,methamphetamine,DE008,DE,Chemnitz,156.49,164.28,187.8,175.23,266.09,191.7,231.83
2018,methamphetamine,DE009,DE,Dortmund,1.7,2.22,5.87,03.02,2.3,1.87,3.68
2018,methamphetamine,DE010,DE,Dresden,115.64,143.83,175.96,175.17,162.17,238.6,211.01
2018,methamphetamine,DE011,DE,Dülmen,0,0,0,0,0,0,0
2018,methamphetamine,DE012,DE,Erfurt,202.23,189.38,237.69,188.67,208.84,241,211.05
2018,methamphetamine,DE026,DE,Munich Gut Großlappen,4.54,4.29,4.45,05.02,5.33,8.24,06.08
2018,methamphetamine,DE030,DE,Saarbrücken (2),02.04,1.99,2.64,1.87,2.98,2.42,1.61
2018,methamphetamine,DK001,DK,Copenhagen,15.58,19.01,17.51,11.55,11.6,21.03,17.26
2018,methamphetamine,ES001,ES,Barcelona,38.52,43.68,46.19,55.22,48.36,50.45,52.73
2018,methamphetamine,ES002,ES,Castellon,0,0,0,0,0,0,0
2018,methamphetamine,ES003,ES,Madrid VdlV,10.9,7.55,6.87,6.49,7.46,6.75,9.49
2018,methamphetamine,ES005,ES,Santiago,0,0,0,0,0,0,0
2018,methamphetamine,ES007,ES,Valencia (3),01.07,1.7,0.97,0.97,0.77,0.81,0.86
2018,methamphetamine,FI001,FI,Espoo,8.66,07.07,8.86,6.59,7.38,9.46,9.9
2018,methamphetamine,FI002,FI,Hämeenlinna,4.87,3.55,4.51,5.91,5.72,5.29,5.11
2018,methamphetamine,FI003,FI,Helsinki,17.28,14.52,19.11,18.52,18.51,22.21,22.96
2018,methamphetamine,FI004,FI,Joensuu,2,03.01,2.71,1.66,1.87,2.84,2.58
2018,methamphetamine,FI005,FI,Jyväskylä,43.05,38.24,47.79,39.4,55.32,54.31,44.89
2018,methamphetamine,FI006,FI,Kajaani,4.53,5.47,1.8,2.54,2.96,2.43,2.94
2018,methamphetamine,FI007,FI,Kemi,1.81,1.73,3.16,2.84,02.05,2.44,1.88
2018,methamphetamine,FI008,FI,Kokkola,1.65,1.62,1.3,1.39,1.58,02.05,1.51
2018,methamphetamine,FI009,FI,Kotka,6.65,5.95,4.7,4.5,04.08,05.06,6.3
2018,methamphetamine,FI010,FI,Kouvola,9.74,7.77,11.01,6.87,8.41,11.54,12.07
2018,methamphetamine,FI011,FI,Kuopio,39.37,26.93,14.95,13.02,27.02,13.81,28.78
2018,methamphetamine,FI012,FI,Lahti,14.55,11.21,27.55,19.25,25.51,28.46,24.5
2018,methamphetamine,FI013,FI,Lappeenranta,8.12,5.37,5.73,8.59,9.79,9.37,9.71
2018,methamphetamine,FI014,FI,Mariehamn,0,01.08,0.83,1.13,1.48,0.94,0.86
2018,methamphetamine,FI015,FI,Mikkeli,4.97,8.59,7.16,7.48,5.51,6.37,6.79
2018,methamphetamine,FI016,FI,Oulu,2.3,2.67,3.3,2.99,2.67,2.45,2.27
2018,methamphetamine,FI018,FI,Pori,3.84,5.13,3.73,3.79,04.01,04.03,4.61
2018,methamphetamine,FI020,FI,Rovaniemi,07.04,7.31,3.51,3.87,4.89,6.49,6.93
2018,methamphetamine,FI022,FI,Savonlinna,2.24,4.43,2.12,2.21,2.31,02.05,1.8
2018,methamphetamine,FI023,FI,Seinäjoki,4.85,3.86,4.49,3.85,4.38,4.1,4.5
2018,methamphetamine,FI024,FI,Tampere,16.38,17.7,23.46,20.8,25.03,27.46,24.7
2018,methamphetamine,FI025,FI,Turku,4.81,5.47,5.79,6.65,6.38,5.79,4.64
2018,methamphetamine,FI026,FI,Vaasa,15.75,13.53,19.68,20.77,23.97,21.24,18.42
2018,methamphetamine,FR003,FR,Bordeaux I,0,0,0,0,0,0,0
2018,methamphetamine,FR005,FR,Paris Seine Centre,0,0,0,0,0,0,0
2018,methamphetamine,FR006,FR,Paris South Suburbs,0,0,0,0,0,0,0
2018,methamphetamine,GB001,GB,Bristol,8.25,9.67,7.19,8.89,8.8,8.51,4.87
2018,methamphetamine,HR001,HR,Zagreb,0,0,0,0,0,0,0
2018,methamphetamine,IS002,IS,Reykjavik Klettagarðar,26.82,25.2,38.15,30.43,39.12,31.38,26.82
2018,methamphetamine,IT001,IT,Bozen,0.96,1.32,1,1.27,01.07,0.97,0.93
2018,methamphetamine,IT002,IT,Milan,11.43,13.58,10.61,10.66,10.61,12.41,21.19
2018,methamphetamine,LT001,LT,Kaunas,37.92,131.43,40.48,41.34,46.72,49.16,48.51
2018,methamphetamine,LT002,LT,Klaipeda,6.36,17.78,7.14,4.7,7.11,6.58,3.81
2018,methamphetamine,LT003,LT,Vilnius,32.03,37.57,29.73,29.96,33.76,38.53,36.86
2018,methamphetamine,NL001,NL,Amsterdam,50.93,24.47,19.43,25.98,17.93,26.19,35.13
2018,methamphetamine,NL002,NL,Eindhoven,2.24,2.5,05.04,1.62,2.35,2.41,2.69
2018,methamphetamine,NL005,NL,Utrecht,0,0,0,0,0,0,0
2018,methamphetamine,NO001,NO,Oslo,46.84,29.89,24.77,29.97,50.52,45.33,39.84
2018,methamphetamine,PT001,PT,Almada,0.91,0.14,0.08,0.08,0.39,5.34,0.68
2018,methamphetamine,PT002,PT,Lisbon,1.92,1.67,02.02,0.34,1.54,02.01,3.41
2018,methamphetamine,PT003,PT,Porto,0.39,0.28,0.15,0.14,0.48,0.48,0.62
2018,methamphetamine,SI001,SI,Domžale-Kamnik,0,0,0,0,0,0,0
2018,methamphetamine,SI003,SI,Ljubljana,1.37,1.63,3.49,03.05,0,2.38,1.9
2018,methamphetamine,SI004,SI,Maribor,0,0,0,0,0,0,0
2018,methamphetamine,SK002,SK,Bratislava C,163.95,120.71,138.81,91.75,191,146.19,155.73
2018,methamphetamine,SK004,SK,Piestany,66.02,23.47,122.77,126.77,37.03,93.04,104.19
2018,methamphetamine,TR002,TR,Istanbul I,17.41,10.28,8.25,6.79,10.06,47.05,40
2017,amphetamine,AT004,AT,Innsbruck,14.6,11.55,13.07,9.57,12.38,19.93,22.61
2017,amphetamine,BE002,BE,Antwerp Zuid,188.24,650.77,196.01,227.17,192.66,225.56,200.85
2017,amphetamine,BE003,BE,Boom,0,176.74,182.86,206.19,225.29,204.36,182.34
2017,amphetamine,BE005,BE,Brussels,61.18,52.01,60.66,38.61,42.64,42.12,46.96
2017,amphetamine,BE007,BE,Koksijde,44.63,43.64,39.59,40.54,48.48,44.73,41.97
2017,amphetamine,BE008,BE,Merchtem,25.35,19.1,22.72,30.05,31.14,34.17,25.15
2017,amphetamine,BE010,BE,Oostende,263.17,219.75,197.57,222.65,228.42,259.12,263.93
2017,amphetamine,BE011,BE,Ruisbroek (Puurs),54.31,49.79,52.05,60.41,82.15,51.6,49.98
2017,amphetamine,CH001,CH,Basel,29.99,26.94,26.81,34.3,0,30.62,40.59
2017,amphetamine,CH002,CH,Berne,55.74,45.81,66.85,38.19,55.54,53.96,57.08
2017,amphetamine,CH003,CH,Geneva,13.31,11.33,16.2,20.89,14.67,12.74,13.33
2017,amphetamine,CH007,CH,St. Gallen Hofen,41.31,38.26,39.52,45.34,45.32,49.49,48.2
2017,amphetamine,CH008,CH,Zurich,48.31,45.52,44.83,43.18,42.01,48.27,54.89
2017,amphetamine,CY003,CY,Limassol,10.62,10.65,8.63,8.91,8.36,10.49,10.24
2017,amphetamine,CZ001,CZ,Brno,05.09,9.23,11.26,7.56,7.19,11.87,10.96
2017,amphetamine,CZ002,CZ,Budweis,9.3,6.51,10.79,10.29,6.48,7.22,7.69
2017,amphetamine,DE001,DE,Berlin (4),148.89,136.9,111.68,122.45,110.59,98.09,181.7
2017,amphetamine,DE008,DE,Chemnitz,0,0,0,0,0,0,0
2017,amphetamine,DE009,DE,Dortmund,148.74,154.2,131.8,150.1,156.78,171.61,267.9
2017,amphetamine,DE010,DE,Dresden,25.59,22.28,23.57,19.66,20.2,22.7,30.04
2017,amphetamine,DE011,DE,Dülmen,113.64,120.29,113.44,130.47,172.8,168,129.16
2017,amphetamine,DE012,DE,Erfurt,0,0,0,0,0,0,0
2017,amphetamine,DE013,DE,Frankfurt (3),77.6,82.17,82.41,78.42,90.3,93.59,88.17
2017,amphetamine,DE017,DE,Hamburg (2),66.48,61.57,57.86,61.12,69.71,83.85,83.83
2017,amphetamine,DE020,DE,Hannover (2),78.24,71.29,83.08,72.61,93.89,82.04,99.99
2017,amphetamine,DE023,DE,Magdeburg,97.6,96.18,90.71,83.85,99.18,106.85,111.01
2017,amphetamine,DE024,DE,Mainz,236.31,228.51,232.65,254.61,216.38,203.89,215.82
2017,amphetamine,DE026,DE,Munich Gut Großlappen,28.35,23.94,21.08,17.04,22.22,33.2,32.86
2017,amphetamine,DE028,DE,Nuremberg,49.21,31.94,32.34,26.66,47.29,52.54,51.58
2017,amphetamine,DE029,DE,Rostock,145.68,112.95,125.78,176.62,172.55,159.05,157.29
2017,amphetamine,DE030,DE,Saarbrücken (2),216.11,232.02,227.01,285.65,239.11,254.16,239.82
2017,amphetamine,DE033,DE,Stuttgart,73.68,64.61,72.65,63.96,78.91,65.79,0
2017,amphetamine,ES001,ES,Barcelona,35.24,37.64,32.98,38.52,46.07,49.28,56.51
2017,amphetamine,ES002,ES,Castellon,0,0,0,0,0,0,0
2017,amphetamine,ES003,ES,Madrid VdlV,0,0,0,0,0,0,0
2017,amphetamine,ES005,ES,Santiago,17.31,4.41,3.98,4.93,5.82,4.64,3.85
2017,amphetamine,ES007,ES,Valencia (3),19.14,24.26,23.48,17.91,21.55,23.1,25.33
2017,amphetamine,FI001,FI,Espoo,36.4,30.14,32.35,33.76,38.9,46.36,49.09
2017,amphetamine,FI003,FI,Helsinki,42.77,45.15,38.06,42.87,43.71,58.36,63.76
2017,amphetamine,FI024,FI,Tampere,41.73,38.94,37.23,38.11,41.08,55.86,47.12
2017,amphetamine,FI025,FI,Turku,64.47,71.47,45.71,41.98,67.94,52.67,109.17
2017,amphetamine,FR003,FR,Bordeaux I,0,0,0,0,0,0,0
2017,amphetamine,FR004,FR,Fort-de-France P,0,0,0,0,0,0,0
2017,amphetamine,FR005,FR,Paris Seine Centre,0,0,0,0,0,0,0
2017,amphetamine,FR006,FR,Paris South Suburbs,0,0,0,0,0,0,0
2017,amphetamine,GB001,GB,Bristol,59.56,51.55,41.82,59.27,60.5,52.37,51.23
2017,amphetamine,GR001,GR,Athens,2.45,2.21,0,2.25,1.98,0,0.94
2017,amphetamine,HR001,HR,Zagreb,58.6,52.02,39.29,51.47,55.01,70.14,67.72
2017,amphetamine,IS002,IS,Reykjavik Klettagarðar,179.94,151.5,144.55,173.31,158.96,177.58,203.57
2017,amphetamine,IT002,IT,Milan,0,0,0,0,0,0,0
2017,amphetamine,LT003,LT,Vilnius,11,18.01,13.63,12.26,10.78,13.76,12.1
2017,amphetamine,NL001,NL,Amsterdam,123.51,95.59,136.43,98.22,164.3,106.45,138.57
2017,amphetamine,NL002,NL,Eindhoven,696.89,208.58,168.7,168.5,200.79,181.54,277.08
2017,amphetamine,NL003,NL,Nieuwegein Ijssel.,100.7,73.81,87.04,69.33,84.04,66.12,86.59
2017,amphetamine,NL004,NL,Oudewater,259.04,261.44,208.53,218.59,232.41,245.68,242.99
2017,amphetamine,NL005,NL,Utrecht,79.19,67.65,83.02,67.38,67.11,81.52,78.35
2017,amphetamine,NO001,NO,Oslo,79.74,93.77,56.17,81.79,45.07,45.07,45.07
2017,amphetamine,PL003,PL,Krakow P,25.83,23.9,31.38,16.86,0,0,18.87
2017,amphetamine,PT001,PT,Almada,0,3.67,0,1.62,1.31,0.66,0.61
2017,amphetamine,PT002,PT,Lisbon,2.3,0,3.74,2.31,2.34,4.18,3.4
2017,amphetamine,PT003,PT,Porto,0,0,0,0,0,0,0
2017,amphetamine,SI003,SI,Ljubljana,33.1,39.87,33.76,41.01,33.31,30.17,35.42
2017,amphetamine,SK002,SK,Bratislava C,7.91,4.42,3.9,3.33,18.3,10.86,16.65
2017,amphetamine,SK004,SK,Piestany,01.05,4.48,01.07,01.02,01.08,05.03,01.01
2017,cocaine,AT004,AT,Innsbruck,217.47,164.75,203.04,191.67,222.07,282.03,278.42
2017,cocaine,BE002,BE,Antwerp Zuid,854.6,848.33,708.02,666.11,873.98,936.86,872.59
2017,cocaine,BE003,BE,Boom,0,405.76,321.86,419.76,574.03,477.69,470.24
2017,cocaine,BE005,BE,Brussels,488.64,377.63,322.25,310.53,318.92,359.61,439.06
2017,cocaine,BE007,BE,Koksijde,90.16,77.98,51.09,42.59,59.99,98.83,110.55
2017,cocaine,BE008,BE,Merchtem,229.56,204.65,199.19,276.24,253.37,257.75,222.68
2017,cocaine,BE010,BE,Oostende,173.31,140.74,120.09,116.1,133.8,151.85,180.08
2017,cocaine,BE011,BE,Ruisbroek (Puurs),234.42,226.96,178.65,272.27,298.06,247.73,260.68
2017,cocaine,CH001,CH,Basel,490.46,472.36,364.94,443.37,0,637.56,968.49
2017,cocaine,CH002,CH,Berne,490.73,494.93,417.94,324.55,556.96,713.02,696.79
2017,cocaine,CH003,CH,Geneva,670.07,645.37,566.85,686.84,834.05,1171.17,989.52
2017,cocaine,CH007,CH,St. Gallen Hofen,784.03,705.52,575.17,703.72,866.97,1180.98,935.47
2017,cocaine,CH008,CH,Zurich,888.99,745.85,640.01,720.91,837.67,1318.64,1388.86
2017,cocaine,CZ001,CZ,Brno,14.08,12.96,13.34,18.39,21.77,55.86,33.06
2017,cocaine,CZ002,CZ,Budweis,18.38,13.27,9.85,08.04,8.83,10.04,19.1
2017,cocaine,DE001,DE,Berlin (4),301.84,320.58,258.41,268.1,249.69,246.47,389.14
2017,cocaine,DE008,DE,Chemnitz,14.85,16.09,18.05,26.63,17.47,26.16,22.76
2017,cocaine,DE009,DE,Dortmund,404.5,375.59,354.22,402.17,447.1,520.19,496.91
2017,cocaine,DE010,DE,Dresden,19.98,17.41,16.94,16.82,19.61,23.21,32.07
2017,cocaine,DE011,DE,Dülmen,73.79,128.97,39.35,84.25,180.71,201.3,71.52
2017,cocaine,DE012,DE,Erfurt,39.3,41.81,35.38,37.81,50.65,78.38,56.58
2017,cocaine,DE013,DE,Frankfurt (3),340.84,360.59,391.25,387.52,417.96,578.86,518.5
2017,cocaine,DE017,DE,Hamburg (2),374.75,301.58,328.03,340.15,336.6,543.89,524.91
2017,cocaine,DE020,DE,Hannover (2),257.94,220.45,293.55,232.08,362.28,325.18,428.89
2017,cocaine,DE023,DE,Magdeburg,136.38,123.85,109.78,107.34,125.95,164.76,185.56
2017,cocaine,DE024,DE,Mainz,137.2,86.47,111.34,152.77,135.43,153.13,122.89
2017,cocaine,DE026,DE,Munich Gut Großlappen,129.87,114.98,108.77,103.93,131.92,180.36,211.3
2017,cocaine,DE028,DE,Nuremberg,19.97,9.54,10.42,7.88,23.52,25.6,29.86
2017,cocaine,DE029,DE,Rostock,137.49,93.11,100.57,160.1,139.99,164.86,156.8
2017,cocaine,DE030,DE,Saarbrücken (2),170.94,163.43,155.94,242.79,198.33,211.24,211.24
2017,cocaine,DE033,DE,Stuttgart,202.01,167.74,182.48,190.59,310.23,247.84,0
2017,cocaine,ES001,ES,Barcelona,978.2,713.39,709.93,928.31,980.81,1244.07,1201.61
2017,cocaine,ES002,ES,Castellon,358.29,336.34,268.89,252.54,178.34,436.94,405.14
2017,cocaine,ES003,ES,Madrid VdlV,560.14,476.74,378.89,344.73,376.79,581.84,492.41
2017,cocaine,ES005,ES,Santiago,292.95,241.43,240.65,277.97,304.47,517.31,523.97
2017,cocaine,ES007,ES,Valencia (3),344.94,366.44,349.45,368.32,394.79,527.03,629.57
2017,cocaine,FI001,FI,Espoo,16.75,9.46,13.38,13.45,14.88,23.7,27.88
2017,cocaine,FI003,FI,Helsinki,32.61,20.74,20.12,18.73,24.83,42,50.48
2017,cocaine,FI024,FI,Tampere,14.87,11.73,11.92,14.5,14.37,23.05,23.57
2017,cocaine,FI025,FI,Turku,8.39,3.11,3.41,3.31,4.32,04.01,6.63
2017,cocaine,FR003,FR,Bordeaux I,495.49,160.44,264.43,153.25,186.4,104.01,479.03
2017,cocaine,FR004,FR,Fort-de-France P,475.66,404.12,401.37,0,344.16,471.89,296.77
2017,cocaine,FR005,FR,Paris Seine Centre,277.84,217.31,209.54,239.56,345.48,620.5,359.43
2017,cocaine,FR006,FR,Paris South Suburbs,139.06,42.06,71.36,41.59,158.89,137.81,139.43
2017,cocaine,GB001,GB,Bristol,689.1,556.06,415.86,677.64,771.99,1161.31,1011.22
2017,cocaine,GR001,GR,Athens,38.12,33.01,0,41.29,36.61,0,52.4
2017,cocaine,HR001,HR,Zagreb,171.3,160.44,175.5,205.44,218.3,301.23,281.67
2017,cocaine,IS002,IS,Reykjavik Klettagarðar,444.56,291.44,304.44,447.13,499.93,485.86,587.91
2017,cocaine,IT002,IT,Milan,333.59,292.72,316.45,298.14,330.22,416.65,402.25
2017,cocaine,LT003,LT,Vilnius,27.77,21.99,23.86,21.79,62.41,22.31,62.77
2017,cocaine,NL001,NL,Amsterdam,937.53,687.75,627.82,612.76,606.09,913.45,752.91
2017,cocaine,NL002,NL,Eindhoven,506.27,405.04,365.15,347.45,348.1,435.74,586.7
2017,cocaine,NL003,NL,Nieuwegein Ijssel.,353.45,252.94,253.88,251.34,305.67,377.56,428.71
2017,cocaine,NL004,NL,Oudewater,318.33,150.93,158.29,161.67,194.66,298.93,478.19
2017,cocaine,NL005,NL,Utrecht,306.35,354.42,225.37,234.83,252.46,316.42,331.32
2017,cocaine,NO001,NO,Oslo,100.9,107.2,68.3,97.43,91.44,91.44,91.44
2017,cocaine,PT001,PT,Almada,101.96,98.08,90.06,108.68,76.62,86.24,15.08
2017,cocaine,PT002,PT,Lisbon,227.69,0,274.36,266.78,286.82,282.26,291.67
2017,cocaine,PT003,PT,Porto,166.93,124.49,137.86,146.48,181.4,187.41,176.95
2017,cocaine,SI003,SI,Ljubljana,343.22,437.11,449.1,459.86,393.18,597.42,468.39
2017,cocaine,SK002,SK,Bratislava C,83.45,63.13,75.89,86.58,105.73,97.52,112.26
2017,cocaine,SK004,SK,Piestany,7.9,5.52,3.86,3.69,6,7.9,9.61
2017,MDMA,AT004,AT,Innsbruck,19.05,9.85,10.38,11.2,11.78,40.01,44.12
2017,MDMA,BE002,BE,Antwerp Zuid,106.96,81.12,76.43,59.08,84.93,142.95,115.53
2017,MDMA,BE003,BE,Boom,0,27.29,17.63,15.44,14.44,22.66,33.48
2017,MDMA,BE005,BE,Brussels,49.13,29.18,14.71,17.54,13.3,13.05,39.12
2017,MDMA,BE007,BE,Koksijde,12,14.5,10.29,7.93,7.66,10.95,11.46
2017,MDMA,BE008,BE,Merchtem,10.01,6.59,6.13,11.08,7.15,5.63,4.91
2017,MDMA,BE010,BE,Oostende,22.94,14.15,13.74,13.35,10.38,13.19,14.91
2017,MDMA,BE011,BE,Ruisbroek (Puurs),12.08,11.19,10.77,11.42,11.06,8.68,10.74
2017,MDMA,CH001,CH,Basel,33.68,18.82,10.28,10.6,0,36.11,78.39
2017,MDMA,CH002,CH,Berne,41.45,19.85,14.05,9.89,18.64,49.28,77.87
2017,MDMA,CH003,CH,Geneva,65.47,25.38,18.05,22.48,33.33,76.78,88.77
2017,MDMA,CH007,CH,St. Gallen Hofen,36.34,11.93,7.48,8.97,23.02,41.28,65.87
2017,MDMA,CH008,CH,Zurich,114.24,45.92,34.82,59.11,31.31,85.8,197.21
2017,MDMA,CY003,CY,Limassol,10.91,6.61,4.57,4.14,04.03,11.87,21.78
2017,MDMA,CZ001,CZ,Brno,15.6,8.25,5.72,7.77,11.5,76.11,52.73
2017,MDMA,CZ002,CZ,Budweis,26.28,17.77,4.69,4.83,10.6,9.1,24.06
2017,MDMA,DE001,DE,Berlin (4),84.98,76.43,46.21,30.03,21.38,21.67,67.68
2017,MDMA,DE008,DE,Chemnitz,12.27,05.06,3.54,7.44,05.03,14.56,19.84
2017,MDMA,DE009,DE,Dortmund,24.09,12.68,9.45,10.91,19.25,21.93,31.65
2017,MDMA,DE010,DE,Dresden,14.13,6.5,4.17,4.15,4.75,10.85,22.4
2017,MDMA,DE011,DE,Dülmen,5.9,2.27,2.64,07.08,24.62,22.71,10.1
2017,MDMA,DE012,DE,Erfurt,9.12,5.67,3.69,3.62,4.72,11.88,14.6
2017,MDMA,DE013,DE,Frankfurt (3),20.75,13.02,41.57,14.23,11.06,22.16,35.17
2017,MDMA,DE017,DE,Hamburg (2),42.14,20.17,16.02,12.53,15.46,47.56,65.16
2017,MDMA,DE020,DE,Hannover (2),30.62,21.29,17.09,14.41,15.98,18.61,35.87
2017,MDMA,DE023,DE,Magdeburg,27.04,29.3,13.22,12.19,10.97,32.3,39.44
2017,MDMA,DE024,DE,Mainz,29.11,15.56,12.75,41.58,25.45,35.02,22.37
2017,MDMA,DE026,DE,Munich Gut Großlappen,28.35,14.47,7.29,07.06,8.25,34.55,57.27
2017,MDMA,DE028,DE,Nuremberg,19.68,8.6,4.91,3.29,6.58,20.61,31.93
2017,MDMA,DE029,DE,Rostock,31.21,12.24,11.28,15.76,10.11,19.7,36.48
2017,MDMA,DE030,DE,Saarbrücken (2),30.22,17.78,15.05,33.53,24.15,20.9,33.54
